,open,high,low,close,volume
2020-11-17 09:30:00-05:00,38.18,38.26,38.16,38.26,380.0
2020-11-17 09:31:00-05:00,38.26,38.31,38.21,38.21,532.0
2020-11-17 09:32:00-05:00,38.21,38.29,38.21,38.29,223.0
2020-11-17 09:33:00-05:00,38.3,38.32,38.24,38.26,356.0
2020-11-17 09:34:00-05:00,38.26,38.32,38.26,38.3,173.0
2020-11-17 09:35:00-05:00,38.3,38.31,38.26,38.27,138.0
2020-11-17 09:36:00-05:00,38.27,38.27,38.2,38.21,171.0
2020-11-17 09:37:00-05:00,38.21,38.21,38.15,38.18,368.0
2020-11-17 09:38:00-05:00,38.18,38.22,38.18,38.21,107.0
2020-11-17 09:39:00-05:00,38.22,38.27,38.21,38.27,114.0
2020-11-17 09:40:00-05:00,38.27,38.29,38.24,38.26,184.0
2020-11-17 09:41:00-05:00,38.24,38.31,38.24,38.3,163.0
2020-11-17 09:42:00-05:00,38.3,38.33,38.3,38.33,230.0
2020-11-17 09:43:00-05:00,38.33,38.33,38.26,38.3,172.0
2020-11-17 09:44:00-05:00,38.3,38.31,38.29,38.29,88.0
2020-11-17 09:45:00-05:00,38.29,38.3,38.23,38.26,170.0
2020-11-17 09:46:00-05:00,38.25,38.28,38.23,38.25,193.0
2020-11-17 09:47:00-05:00,38.24,38.37,38.23,38.35,314.0
2020-11-17 09:48:00-05:00,38.36,38.39,38.35,38.37,278.0
2020-11-17 09:49:00-05:00,38.36,38.38,38.36,38.37,96.0
2020-11-17 09:50:00-05:00,38.37,38.39,38.32,38.33,131.0
2020-11-17 09:51:00-05:00,38.33,38.34,38.3,38.33,166.0
2020-11-17 09:52:00-05:00,38.33,38.35,38.31,38.32,114.0
2020-11-17 09:53:00-05:00,38.33,38.36,38.31,38.34,167.0
2020-11-17 09:54:00-05:00,38.33,38.34,38.26,38.27,383.0
2020-11-17 09:55:00-05:00,38.27,38.31,38.24,38.28,255.0
2020-11-17 09:56:00-05:00,38.28,38.3,38.26,38.29,169.0
2020-11-17 09:57:00-05:00,38.28,38.33,38.26,38.27,137.0
2020-11-17 09:58:00-05:00,38.28,38.28,38.15,38.22,652.0
2020-11-17 09:59:00-05:00,38.21,38.22,38.19,38.2,184.0
2020-11-17 10:00:00-05:00,38.2,38.3,38.18,38.3,408.0
2020-11-17 10:01:00-05:00,38.3,38.35,38.28,38.32,256.0
2020-11-17 10:02:00-05:00,38.32,38.33,38.29,38.31,117.0
2020-11-17 10:03:00-05:00,38.3,38.35,38.27,38.34,195.0
2020-11-17 10:04:00-05:00,38.35,38.37,38.3,38.32,289.0
2020-11-17 10:05:00-05:00,38.32,38.41,38.32,38.38,320.0
