,open,high,low,close,volume
2021-08-04 09:30:00-04:00,65.63,65.84,65.59,65.68,3340.0
2021-08-04 09:31:00-04:00,65.67,65.7,65.51,65.55,2089.0
2021-08-04 09:32:00-04:00,65.55,65.57,65.46,65.46,2084.0
2021-08-04 09:33:00-04:00,65.46,65.61,65.46,65.52,1508.0
2021-08-04 09:34:00-04:00,65.52,65.63,65.48,65.58,1199.0
2021-08-04 09:35:00-04:00,65.57,65.77,65.57,65.73,2590.0
2021-08-04 09:36:00-04:00,65.72,65.84,65.67,65.83,2547.0
2021-08-04 09:37:00-04:00,65.82,65.83,65.57,65.59,1638.0
2021-08-04 09:38:00-04:00,65.59,65.65,65.56,65.59,1731.0
2021-08-04 09:39:00-04:00,65.59,65.59,65.5,65.53,1214.0
2021-08-04 09:40:00-04:00,65.52,65.55,65.49,65.53,965.0
2021-08-04 09:41:00-04:00,65.53,65.59,65.48,65.59,822.0
2021-08-04 09:42:00-04:00,65.59,65.65,65.53,65.56,925.0
2021-08-04 09:43:00-04:00,65.56,65.63,65.56,65.6,545.0
2021-08-04 09:44:00-04:00,65.59,65.61,65.55,65.57,482.0
2021-08-04 09:45:00-04:00,65.56,65.59,65.47,65.53,1144.0
2021-08-04 09:46:00-04:00,65.52,65.53,65.39,65.49,2023.0
2021-08-04 09:47:00-04:00,65.49,65.54,65.44,65.48,784.0
2021-08-04 09:48:00-04:00,65.48,65.7,65.48,65.65,1675.0
2021-08-04 09:49:00-04:00,65.64,65.75,65.6,65.74,1190.0
2021-08-04 09:50:00-04:00,65.73,65.94,65.68,65.92,2314.0
2021-08-04 09:51:00-04:00,65.92,65.99,65.84,65.98,2034.0
2021-08-04 09:52:00-04:00,65.98,66.02,65.88,65.98,2529.0
2021-08-04 09:53:00-04:00,65.98,66.06,65.97,66.06,1442.0
2021-08-04 09:54:00-04:00,66.05,66.06,65.97,66.05,1430.0
2021-08-04 09:55:00-04:00,66.06,66.06,65.91,66.01,1357.0
2021-08-04 09:56:00-04:00,66.0,66.01,65.89,65.94,973.0
2021-08-04 09:57:00-04:00,65.95,65.95,65.82,65.9,1634.0
2021-08-04 09:58:00-04:00,65.89,65.97,65.86,65.93,792.0
2021-08-04 09:59:00-04:00,65.93,66.03,65.92,66.01,339.0
2021-08-04 10:00:00-04:00,66.01,66.03,65.93,66.02,929.0
2021-08-04 10:01:00-04:00,66.02,66.3,66.02,66.29,2370.0
2021-08-04 10:02:00-04:00,66.28,66.49,66.21,66.47,2950.0
2021-08-04 10:03:00-04:00,66.47,66.47,66.29,66.31,1732.0
2021-08-04 10:04:00-04:00,66.3,66.38,66.29,66.34,804.0
2021-08-04 10:05:00-04:00,66.35,66.37,66.23,66.26,1023.0
2021-08-04 10:06:00-04:00,66.26,66.37,66.24,66.34,836.0
2021-08-04 10:07:00-04:00,66.34,66.36,66.29,66.3,550.0
2021-08-04 10:08:00-04:00,66.3,66.31,66.23,66.29,640.0
2021-08-04 10:09:00-04:00,66.29,66.3,66.23,66.26,384.0
2021-08-04 10:10:00-04:00,66.26,66.32,66.24,66.32,393.0
2021-08-04 10:11:00-04:00,66.31,66.46,66.3,66.45,1116.0
2021-08-04 10:12:00-04:00,66.44,66.54,66.41,66.54,1531.0
2021-08-04 10:13:00-04:00,66.53,66.58,66.5,66.57,1354.0
2021-08-04 10:14:00-04:00,66.56,66.61,66.53,66.54,1260.0
2021-08-04 10:15:00-04:00,66.54,66.56,66.45,66.5,1272.0
