,open,high,low,close,volume
2020-04-28 09:30:00-04:00,70.1786,70.287,70.0875,70.2845,2514304.0
2020-04-28 09:31:00-04:00,70.287,70.3486,70.1737,70.191,645292.0
2020-04-28 09:32:00-04:00,70.186,70.2771,70.1343,70.2254,351984.0
2020-04-28 09:33:00-04:00,70.2427,70.2661,70.0777,70.2661,360828.0
2020-04-28 09:34:00-04:00,70.2624,70.3289,70.2008,70.3141,446772.0
2020-04-28 09:35:00-04:00,70.3264,70.3855,70.2673,70.383,464680.0
2020-04-28 09:36:00-04:00,70.3732,70.3781,70.2402,70.3092,406748.0
2020-04-28 09:37:00-04:00,70.3067,70.3067,70.1195,70.1589,390304.0
2020-04-28 09:38:00-04:00,70.1663,70.1663,70.0334,70.0334,418348.0
2020-04-28 09:39:00-04:00,70.0334,70.0949,70.0038,70.0481,368768.0
2020-04-28 09:40:00-04:00,70.0481,70.1412,69.9915,70.0974,330112.0
2020-04-28 09:41:00-04:00,70.0949,70.1355,70.0457,70.0496,285660.0
2020-04-28 09:42:00-04:00,70.0469,70.0949,70.0235,70.0284,227632.0
2020-04-28 09:43:00-04:00,70.0309,70.1072,70.021,70.0777,237852.0
2020-04-28 09:44:00-04:00,70.0801,70.1122,70.0393,70.1048,191700.0
2020-04-28 09:45:00-04:00,70.1023,70.1959,70.0998,70.1873,384984.0
2020-04-28 09:46:00-04:00,70.1959,70.2771,70.1762,70.2215,414236.0
2020-04-28 09:47:00-04:00,70.218,70.218,70.1245,70.1247,300340.0
2020-04-28 09:48:00-04:00,70.1257,70.255,70.122,70.223,258044.0
2020-04-28 09:49:00-04:00,70.2215,70.2279,70.1577,70.1668,216756.0
2020-04-28 09:50:00-04:00,70.1614,70.1897,70.1343,70.1663,218496.0
2020-04-28 09:51:00-04:00,70.1663,70.2513,70.1023,70.1983,381616.0
2020-04-28 09:52:00-04:00,70.2018,70.2673,70.2018,70.2439,195896.0
2020-04-28 09:53:00-04:00,70.2427,70.3387,70.2427,70.3018,387612.0
2020-04-28 09:54:00-04:00,70.3067,70.3338,70.2673,70.2784,224824.0
2020-04-28 09:55:00-04:00,70.2698,70.3067,70.17,70.2175,321852.0
2020-04-28 09:56:00-04:00,70.223,70.2254,70.1663,70.1713,258888.0
2020-04-28 09:57:00-04:00,70.1695,70.1737,70.1097,70.1368,311936.0
2020-04-28 09:58:00-04:00,70.1355,70.1663,70.058,70.0666,326380.0
2020-04-28 09:59:00-04:00,70.0693,70.1208,70.0137,70.1072,303912.0
2020-04-28 10:00:00-04:00,70.1023,70.1614,69.9496,69.9903,619376.0
2020-04-28 10:01:00-04:00,69.9903,69.9903,69.9053,69.9595,466680.0
2020-04-28 10:02:00-04:00,69.9619,70.0181,69.909,69.9804,287716.0
