,open,high,low,close,volume
2022-01-21 09:30:00-05:00,163.9649,164.9671,163.9001,164.8973,4837367.0
2022-01-21 09:31:00-05:00,164.8874,165.4458,164.8475,165.3778,551456.0
2022-01-21 09:32:00-05:00,165.396,165.5455,164.8375,165.1516,425709.0
2022-01-21 09:33:00-05:00,165.1666,165.2663,164.8973,164.9671,435466.0
2022-01-21 09:34:00-05:00,164.9671,165.386,164.7778,164.8076,532980.0
2022-01-21 09:35:00-05:00,164.7977,165.1466,164.4785,164.668,573554.0
2022-01-21 09:36:00-05:00,164.658,164.8375,164.5882,164.5882,290610.0
2022-01-21 09:37:00-05:00,164.5981,165.0504,164.4703,164.5388,404207.0
2022-01-21 09:38:00-05:00,164.5433,164.5433,164.1394,164.2691,315317.0
2022-01-21 09:39:00-05:00,164.2591,164.2619,163.9699,164.0596,333480.0
2022-01-21 09:40:00-05:00,164.0696,164.2591,163.8303,163.9299,382605.0
2022-01-21 09:41:00-05:00,163.923,164.0197,163.6906,163.7255,334129.0
2022-01-21 09:42:00-05:00,163.7106,164.0995,163.561,163.9599,334187.0
2022-01-21 09:43:00-05:00,163.9499,163.9699,163.8103,163.8203,263601.0
2022-01-21 09:44:00-05:00,163.8352,163.8402,163.2518,163.2718,403688.0
2022-01-21 09:45:00-05:00,163.2618,163.571,163.2219,163.4748,339708.0
2022-01-21 09:46:00-05:00,163.4613,164.1394,163.4363,163.9898,416998.0
2022-01-21 09:47:00-05:00,163.9797,164.4386,163.9746,164.2691,335743.0
2022-01-21 09:48:00-05:00,164.2491,164.3339,164.1394,164.3127,262261.0
2022-01-21 09:49:00-05:00,164.3289,164.4186,164.0294,164.3189,241136.0
2022-01-21 09:50:00-05:00,164.3189,164.4486,163.6308,163.6308,386110.0
2022-01-21 09:51:00-05:00,163.6306,163.7106,163.3816,163.3816,392410.0
2022-01-21 09:52:00-05:00,163.4014,163.6389,163.2613,163.2917,273285.0
2022-01-21 09:53:00-05:00,163.2917,163.3117,162.7831,162.892,352988.0
2022-01-21 09:54:00-05:00,162.8928,163.1222,162.833,162.9178,309011.0
2022-01-21 09:55:00-05:00,162.9028,163.2419,162.8629,162.9239,232330.0
2022-01-21 09:56:00-05:00,162.9327,163.0225,162.7333,162.7831,239329.0
2022-01-21 09:57:00-05:00,162.7948,163.1521,162.7831,163.1521,171981.0
2022-01-21 09:58:00-05:00,163.1621,163.2419,163.0025,163.1571,238498.0
2022-01-21 09:59:00-05:00,163.1449,163.3316,162.8729,163.0823,279230.0
2022-01-21 10:00:00-05:00,163.0923,163.5012,163.0624,163.3117,319779.0
2022-01-21 10:01:00-05:00,163.3067,163.3122,162.7732,162.8529,335300.0
2022-01-21 10:02:00-05:00,162.843,163.2219,162.8031,163.172,237072.0
2022-01-21 10:03:00-05:00,163.1521,163.212,162.833,162.9726,261271.0
2022-01-21 10:04:00-05:00,162.9522,163.0424,162.8164,162.873,201532.0
2022-01-21 10:05:00-05:00,162.8729,163.0125,162.843,162.8878,328535.0
2022-01-21 10:06:00-05:00,162.8845,163.5323,162.7137,163.3416,447430.0
2022-01-21 10:07:00-05:00,163.3615,163.3615,163.0923,163.3217,268365.0
2022-01-21 10:08:00-05:00,163.3217,163.6109,163.2219,163.4413,265047.0
2022-01-21 10:09:00-05:00,163.4314,163.5411,163.1521,163.4513,298646.0
2022-01-21 10:10:00-05:00,163.4513,163.551,163.3217,163.4513,210544.0
2022-01-21 10:11:00-05:00,163.4613,163.5411,163.3017,163.3715,219819.0
2022-01-21 10:12:00-05:00,163.3615,163.4114,162.8829,162.9904,354140.0
2022-01-21 10:13:00-05:00,162.982,163.0923,162.8828,162.9826,256675.0
2022-01-21 10:14:00-05:00,162.9726,163.3017,162.9327,163.182,266645.0
2022-01-21 10:15:00-05:00,163.1686,163.3715,163.1521,163.3117,229091.0
2022-01-21 10:16:00-05:00,163.3117,163.3501,163.1455,163.192,298391.0
2022-01-21 10:17:00-05:00,163.192,163.2169,162.6834,162.6934,361922.0
2022-01-21 10:18:00-05:00,162.7015,163.0324,162.6635,162.7931,303957.0
2022-01-21 10:19:00-05:00,162.796,162.8729,162.6884,162.833,199664.0
2022-01-21 10:20:00-05:00,162.8529,163.0823,162.833,162.9327,271731.0
2022-01-21 10:21:00-05:00,162.9527,162.9726,162.6635,162.6934,293556.0
2022-01-21 10:22:00-05:00,162.6934,162.8829,162.5139,162.7233,591725.0
2022-01-21 10:23:00-05:00,162.7233,162.9327,162.6734,162.833,322717.0
2022-01-21 10:24:00-05:00,162.828,163.3891,162.7233,163.2319,569062.0
2022-01-21 10:25:00-05:00,163.2219,163.4314,163.1222,163.202,287319.0
2022-01-21 10:26:00-05:00,163.192,163.551,163.0923,163.5311,285153.0
2022-01-21 10:27:00-05:00,163.5211,164.0297,163.4513,164.0119,369374.0
2022-01-21 10:28:00-05:00,164.0152,164.1494,163.8502,164.1394,318506.0
2022-01-21 10:29:00-05:00,164.1394,164.1494,163.7804,163.8602,244725.0
2022-01-21 10:30:00-05:00,163.8602,164.1992,163.6807,164.1295,304378.0
2022-01-21 10:31:00-05:00,164.1294,164.4984,164.1195,164.4785,390030.0
2022-01-21 10:32:00-05:00,164.4785,164.5682,164.4286,164.5184,374155.0
2022-01-21 10:33:00-05:00,164.5184,164.8375,164.4486,164.8076,315236.0
2022-01-21 10:34:00-05:00,164.8175,165.0868,164.7577,165.007,474529.0
2022-01-21 10:35:00-05:00,164.9971,165.034,164.8697,164.9372,260143.0
2022-01-21 10:36:00-05:00,164.9477,165.1167,164.7777,165.0885,318065.0
2022-01-21 10:37:00-05:00,165.0768,165.3262,164.8785,164.8785,407134.0
2022-01-21 10:38:00-05:00,164.8785,165.0424,164.6281,164.6978,289092.0
2022-01-21 10:39:00-05:00,164.6879,165.007,164.4486,164.4884,262877.0
2022-01-21 10:40:00-05:00,164.4884,164.5683,164.279,164.5483,277061.0
2022-01-21 10:41:00-05:00,164.5483,164.8108,164.2735,164.3688,321776.0
2022-01-21 10:42:00-05:00,164.3488,164.8375,164.299,164.4884,265536.0
2022-01-21 10:43:00-05:00,164.4984,164.638,164.2396,164.2891,169044.0
2022-01-21 10:44:00-05:00,164.304,164.6231,164.1693,164.5782,249915.0
2022-01-21 10:45:00-05:00,164.5782,164.5981,164.2192,164.3389,188029.0
2022-01-21 10:46:00-05:00,164.339,164.5184,164.2192,164.4167,178766.0
2022-01-21 10:47:00-05:00,164.3987,164.6181,164.3189,164.4386,186515.0
2022-01-21 10:48:00-05:00,164.4187,164.8175,164.289,164.7377,206763.0
2022-01-21 10:49:00-05:00,164.7278,164.8372,164.6779,164.7491,190793.0
2022-01-21 10:50:00-05:00,164.7677,165.2464,164.7477,165.1865,374509.0
2022-01-21 10:51:00-05:00,165.1865,165.3062,165.007,165.1766,383725.0
2022-01-21 10:52:00-05:00,165.1896,165.386,165.0669,165.0968,332770.0
2022-01-21 10:53:00-05:00,165.0968,165.1068,164.7577,164.8574,244265.0
2022-01-21 10:54:00-05:00,164.8475,165.1367,164.6779,165.0768,238061.0
2022-01-21 10:55:00-05:00,165.0669,165.1666,164.8475,165.1466,209145.0
2022-01-21 10:56:00-05:00,165.1466,165.2165,165.017,165.0968,184747.0
2022-01-21 10:57:00-05:00,165.0868,165.0868,164.8389,164.8973,166171.0
