,open,high,low,close,volume
2020-04-20 09:30:00-04:00,68.3983,68.8366,68.3493,68.6319,3871604.0
2020-04-20 09:31:00-04:00,68.611,68.7898,68.611,68.7701,527420.0
2020-04-20 09:32:00-04:00,68.7726,68.9154,68.7036,68.8514,749552.0
2020-04-20 09:33:00-04:00,68.8464,69.0114,68.8193,68.9745,794420.0
2020-04-20 09:34:00-04:00,68.972,68.972,68.7578,68.8587,624260.0
2020-04-20 09:35:00-04:00,68.8464,68.855,68.7356,68.777,391988.0
2020-04-20 09:36:00-04:00,68.7676,68.7824,68.6691,68.7135,459556.0
2020-04-20 09:37:00-04:00,68.7135,68.8193,68.6445,68.7504,476364.0
2020-04-20 09:38:00-04:00,68.7462,68.8317,68.6888,68.7775,528652.0
2020-04-20 09:39:00-04:00,68.7824,68.8514,68.7553,68.8267,454992.0
2020-04-20 09:40:00-04:00,68.8294,68.8341,68.7282,68.7898,518492.0
2020-04-20 09:41:00-04:00,68.7849,68.8883,68.7824,68.8169,387512.0
2020-04-20 09:42:00-04:00,68.8144,68.8366,68.679,68.7011,509340.0
2020-04-20 09:43:00-04:00,68.7036,68.7132,68.5829,68.5854,393260.0
2020-04-20 09:44:00-04:00,68.5874,68.647,68.5559,68.61,400380.0
2020-04-20 09:45:00-04:00,68.6026,68.6962,68.6002,68.6593,345520.0
2020-04-20 09:46:00-04:00,68.6667,68.676,68.5903,68.5965,273356.0
2020-04-20 09:47:00-04:00,68.6026,68.7504,68.5805,68.7455,432580.0
2020-04-20 09:48:00-04:00,68.7344,68.8784,68.7208,68.8341,536520.0
2020-04-20 09:49:00-04:00,68.8267,68.8317,68.7085,68.7282,359008.0
2020-04-20 09:50:00-04:00,68.7282,68.7307,68.6502,68.6777,243172.0
2020-04-20 09:51:00-04:00,68.6741,68.7258,68.615,68.6327,346780.0
2020-04-20 09:52:00-04:00,68.6383,68.6741,68.5485,68.5854,366036.0
2020-04-20 09:53:00-04:00,68.5756,68.5903,68.5337,68.5386,293868.0
2020-04-20 09:54:00-04:00,68.5337,68.6617,68.5288,68.6617,320352.0
2020-04-20 09:55:00-04:00,68.6667,68.7159,68.6076,68.6248,304044.0
2020-04-20 09:56:00-04:00,68.6273,68.6273,68.5017,68.5066,377004.0
2020-04-20 09:57:00-04:00,68.5041,68.5273,68.4623,68.5273,319404.0
2020-04-20 09:58:00-04:00,68.5224,68.5854,68.5189,68.5485,401540.0
2020-04-20 09:59:00-04:00,68.5682,68.5719,68.498,68.5238,264260.0
2020-04-20 10:00:00-04:00,68.5288,68.5386,68.482,68.5091,226348.0
2020-04-20 10:01:00-04:00,68.5017,68.5263,68.4771,68.4869,242620.0
2020-04-20 10:02:00-04:00,68.4918,68.5288,68.4623,68.4904,275904.0
2020-04-20 10:03:00-04:00,68.4943,68.5756,68.4837,68.5411,292216.0
2020-04-20 10:04:00-04:00,68.5448,68.6223,68.5189,68.5866,270356.0
2020-04-20 10:05:00-04:00,68.5879,68.5965,68.4918,68.5238,227204.0
2020-04-20 10:06:00-04:00,68.5221,68.5559,68.4943,68.5263,386800.0
2020-04-20 10:07:00-04:00,68.5263,68.5263,68.4377,68.4862,515820.0
2020-04-20 10:08:00-04:00,68.4869,68.6445,68.4844,68.6051,382256.0
2020-04-20 10:09:00-04:00,68.6076,68.6223,68.5411,68.61,248416.0
2020-04-20 10:10:00-04:00,68.6002,68.7627,68.5903,68.7245,428456.0
2020-04-20 10:11:00-04:00,68.7233,68.8095,68.6913,68.7947,301116.0
2020-04-20 10:12:00-04:00,68.8009,68.8009,68.7479,68.7578,297152.0
2020-04-20 10:13:00-04:00,68.7553,68.839,68.7504,68.8243,240588.0
2020-04-20 10:14:00-04:00,68.8193,68.823,68.774,68.7947,289176.0
2020-04-20 10:15:00-04:00,68.7923,68.7923,68.711,68.7233,292640.0
2020-04-20 10:16:00-04:00,68.7258,68.8243,68.679,68.8243,281472.0
2020-04-20 10:17:00-04:00,68.8193,68.8193,68.711,68.7479,176588.0
2020-04-20 10:18:00-04:00,68.7356,68.7827,68.7233,68.7824,129128.0
2020-04-20 10:19:00-04:00,68.7824,68.9326,68.7762,68.9228,446156.0
2020-04-20 10:20:00-04:00,68.9203,68.9893,68.8612,68.877,733132.0
2020-04-20 10:21:00-04:00,68.8735,68.9154,68.8637,68.8735,363828.0
2020-04-20 10:22:00-04:00,68.8637,68.9129,68.8587,68.8752,207112.0
2020-04-20 10:23:00-04:00,68.8784,68.9073,68.8489,68.8612,180120.0
2020-04-20 10:24:00-04:00,68.8661,68.9819,68.8563,68.9449,316860.0
2020-04-20 10:25:00-04:00,68.9479,69.0508,68.9208,69.0459,355100.0
2020-04-20 10:26:00-04:00,69.036,69.1001,69.0188,69.0959,301212.0
2020-04-20 10:27:00-04:00,69.0927,69.1079,69.0262,69.0262,302304.0
2020-04-20 10:28:00-04:00,69.0311,69.0557,68.9917,69.0417,231092.0
2020-04-20 10:29:00-04:00,69.0484,69.1099,69.036,69.036,193288.0
2020-04-20 10:30:00-04:00,69.036,69.1025,69.0262,69.0976,301032.0
2020-04-20 10:31:00-04:00,69.0976,69.2478,69.0902,69.1838,645580.0
2020-04-20 10:32:00-04:00,69.1853,69.233,69.1592,69.2064,276272.0
2020-04-20 10:33:00-04:00,69.206,69.2527,69.201,69.2343,193840.0
2020-04-20 10:34:00-04:00,69.2355,69.2478,69.1986,69.2158,247692.0
2020-04-20 10:35:00-04:00,69.2133,69.2207,69.1542,69.1739,362512.0
2020-04-20 10:36:00-04:00,69.1739,69.249,69.1594,69.2426,140236.0
