,open,high,low,close,volume
2020-12-01 09:30:00-05:00,119.9096,120.1673,119.5666,119.5825,2152616.0
2020-12-01 09:31:00-05:00,119.5825,119.9393,119.5131,119.8927,668694.0
2020-12-01 09:32:00-05:00,119.8898,119.9096,119.4537,119.4537,553218.0
2020-12-01 09:33:00-05:00,119.4735,119.5528,119.2455,119.3,648277.0
2020-12-01 09:34:00-05:00,119.305,119.305,119.0175,119.2604,700641.0
2020-12-01 09:35:00-05:00,119.2554,119.3644,119.0671,119.2554,607999.0
2020-12-01 09:36:00-05:00,119.2554,119.2752,118.9482,119.1365,597261.0
2020-12-01 09:37:00-05:00,119.1464,119.7312,119.1365,119.6221,761157.0
2020-12-01 09:38:00-05:00,119.6221,120.1078,119.5924,120.0087,758859.0
2020-12-01 09:39:00-05:00,120.0037,120.2664,119.969,120.1871,712185.0
2020-12-01 09:40:00-05:00,120.1871,120.2168,119.9591,120.0285,475639.0
2020-12-01 09:41:00-05:00,120.0186,120.0483,119.8501,120.0285,530376.0
2020-12-01 09:42:00-05:00,120.0335,120.3556,120.0285,120.3358,644209.0
2020-12-01 09:43:00-05:00,120.3407,120.4745,120.2158,120.425,771561.0
2020-12-01 09:44:00-05:00,120.419,120.7322,120.3754,120.6629,810686.0
2020-12-01 09:45:00-05:00,120.6629,120.9206,120.6629,120.8413,713575.0
2020-12-01 09:46:00-05:00,120.8413,121.0395,120.8413,121.0296,1123760.0
2020-12-01 09:47:00-05:00,121.0197,121.0692,120.7124,120.7778,674372.0
2020-12-01 09:48:00-05:00,120.7778,120.9503,120.757,120.9404,421908.0
2020-12-01 09:49:00-05:00,120.9344,121.0197,120.871,120.8958,515782.0
2020-12-01 09:50:00-05:00,120.8908,121.0098,120.6133,120.6143,459900.0
2020-12-01 09:51:00-05:00,120.6133,120.6629,120.3853,120.6034,593372.0
2020-12-01 09:52:00-05:00,120.5855,120.762,120.4944,120.762,392542.0
2020-12-01 09:53:00-05:00,120.7471,120.762,120.5935,120.6629,297244.0
2020-12-01 09:54:00-05:00,120.6678,120.9106,120.6292,120.8908,358739.0
2020-12-01 09:55:00-05:00,120.8908,121.1089,120.8512,121.0593,720162.0
2020-12-01 09:56:00-05:00,121.0494,121.2278,121.0108,121.1683,642171.0
2020-12-01 09:57:00-05:00,121.1872,121.3666,121.1683,121.3368,579398.0
2020-12-01 09:58:00-05:00,121.3319,121.5152,121.2922,121.4865,779450.0
2020-12-01 09:59:00-05:00,121.4855,121.5004,121.2278,121.3071,516268.0
2020-12-01 10:00:00-05:00,121.3051,121.317,121.0197,121.2774,623339.0
2020-12-01 10:01:00-05:00,121.2645,121.3656,121.2377,121.3468,415457.0
2020-12-01 10:02:00-05:00,121.3468,121.436,121.2972,121.3636,392149.0
2020-12-01 10:03:00-05:00,121.3567,121.4855,121.3319,121.4062,357603.0
2020-12-01 10:04:00-05:00,121.4013,121.4558,121.317,121.436,345103.0
2020-12-01 10:05:00-05:00,121.4459,121.6243,121.4409,121.5826,608112.0
2020-12-01 10:06:00-05:00,121.5747,121.654,121.2873,121.317,1016780.0
2020-12-01 10:07:00-05:00,121.3071,121.4657,121.2873,121.3705,366679.0
2020-12-01 10:08:00-05:00,121.3676,121.654,121.3676,121.6193,425818.0
2020-12-01 10:09:00-05:00,121.6243,121.7729,121.6243,121.7581,619479.0
2020-12-01 10:10:00-05:00,121.7581,121.7928,121.5252,121.6639,477611.0
2020-12-01 10:11:00-05:00,121.6738,121.7432,121.6144,121.6451,366271.0
2020-12-01 10:12:00-05:00,121.6441,121.7531,121.6441,121.7531,312358.0
2020-12-01 10:13:00-05:00,121.7521,121.8721,121.7432,121.8483,499371.0
2020-12-01 10:14:00-05:00,121.8493,121.8522,121.6342,121.6718,408061.0
2020-12-01 10:15:00-05:00,121.6639,121.7125,121.5846,121.5945,361777.0
2020-12-01 10:16:00-05:00,121.6045,121.7333,121.5648,121.6689,316370.0
2020-12-01 10:17:00-05:00,121.6728,121.7928,121.4954,121.4954,375856.0
2020-12-01 10:18:00-05:00,121.5004,121.6342,121.4796,121.5688,308733.0
2020-12-01 10:19:00-05:00,121.5747,121.762,121.5747,121.6441,345057.0
2020-12-01 10:20:00-05:00,121.6352,121.6798,121.4905,121.4954,273653.0
