,open,high,low,close,volume
2022-04-13 09:30:00-04:00,167.1444,167.5538,167.0945,167.2443,987923.0
2022-04-13 09:31:00-04:00,167.2443,167.3341,167.0146,167.0645,237969.0
2022-04-13 09:32:00-04:00,167.0745,167.434,166.6252,167.1244,410408.0
2022-04-13 09:33:00-04:00,167.1244,167.1943,166.6202,166.6851,296090.0
2022-04-13 09:34:00-04:00,166.6751,166.9048,166.5253,166.8375,198005.0
2022-04-13 09:35:00-04:00,166.8249,167.3042,166.775,167.1195,426599.0
2022-04-13 09:36:00-04:00,167.1145,167.1943,166.9661,167.1445,200238.0
2022-04-13 09:37:00-04:00,167.1444,167.1943,167.0775,167.1045,210533.0
2022-04-13 09:38:00-04:00,167.0845,167.1943,167.0246,167.1444,236972.0
2022-04-13 09:39:00-04:00,167.1544,167.5638,167.1544,167.3452,288722.0
2022-04-13 09:40:00-04:00,167.3441,167.404,166.9048,166.9124,236638.0
2022-04-13 09:41:00-04:00,166.8764,167.2443,166.8469,167.1844,252516.0
2022-04-13 09:42:00-04:00,167.1794,167.7236,167.1794,167.5738,374197.0
2022-04-13 09:43:00-04:00,167.5658,167.7935,167.5338,167.6836,279328.0
2022-04-13 09:44:00-04:00,167.6836,167.8534,167.6337,167.7336,244283.0
2022-04-13 09:45:00-04:00,167.7435,167.9333,167.5938,167.8634,258003.0
2022-04-13 09:46:00-04:00,167.8434,168.1429,167.8432,168.0032,265444.0
2022-04-13 09:47:00-04:00,168.0012,168.2029,167.9233,168.1729,208164.0
2022-04-13 09:48:00-04:00,168.1653,168.2228,167.9632,168.0431,177596.0
2022-04-13 09:49:00-04:00,168.0531,168.0631,167.8733,167.8826,154173.0
2022-04-13 09:50:00-04:00,167.8732,168.2228,167.8334,168.108,206288.0
2022-04-13 09:51:00-04:00,168.103,168.1729,167.8783,167.9283,191462.0
2022-04-13 09:52:00-04:00,167.9303,167.9732,167.7435,167.8384,200041.0
2022-04-13 09:53:00-04:00,167.8421,168.2528,167.7136,167.7835,210057.0
